-683.81502890173,-309.73263390023,-683.60546627017
-669.65317919075,-310.90487487053,-668.91643556417
-665.60693641619,-311.18086137191,-664.66063015804
-661.56069364162,-311.43065254435,-660.37862942297
-659.53757225434,-311.54572488222,-658.22780580708
-659.53757225434,-311.54572488222,-658.22780580708
-657.51445086705,-311.65424838785,-656.07043335895
-653.46820809249,-311.8516489024,-651.73604196599
-647.39884393064,-312.09863343246,-645.18533863477
-639.3063583815,-312.33626248789,-636.35938387517
-631.21387283237,-312.46911022754,-627.42864779979
-627.1676300578,-312.49624110395,-622.92398676869
-623.12138728324,-312.49717665141,-618.39313040863
-621.09826589595,-312.48782117679,-616.11787898025
-617.05202312139,-312.44946373083,-611.54772962678
-615.0289017341,-312.4204617595,-609.25283170169
-613.00578034682,-312.38491095593,-606.95138494437
-610.98265895954,-312.34281132012,-604.64338935481
-608.95953757225,-312.29416285208,-602.32884493301
-606.93641618497,-312.23896555181,-600.00775167897
-604.91329479769,-312.17721941929,-597.6801095927
-604.91329479769,-312.17721941929,-597.6801095927
-600.86705202312,-312.03408065756,-593.00517892345
-600.86705202312,-312.03408065756,-593.00517892345
-600.86705202312,-312.03408065756,-593.00517892345
-600.86705202312,-312.03408065756,-593.00517892345
-600.86705202312,-312.03408065756,-593.00517892345
-600.86705202312,-312.03408065756,-593.00517892345
-600.86705202312,-312.03408065756,-593.00517892345
-600.86705202312,-312.03408065756,-593.00517892345
-600.86705202312,-312.03408065756,-593.00517892345
-600.86705202312,-312.03408065756,-593.00517892345
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-602.8901734104,-312.10892445454,-595.3459186742
-600.86705202312,-312.03408065756,-593.00517892345
-600.86705202312,-312.03408065756,-593.00517892345
-598.84393063584,-311.95268802833,-590.65789034047
-594.79768786127,-311.77025627318,-585.9436666778
-590.75144508671,-311.56162918908,-581.20324768619
-582.65895953757,-311.06578903405,-571.64382371613
-578.61271676301,-310.77857596311,-566.82481873768
-570.52023121387,-310.12556383441,-557.10822279395
-564.45086705202,-309.5670419994,-549.75201309766
-556.35838150289,-308.73066256808,-539.85204985131
-550.28901734104,-308.03461525611,-532.35831467807
-540.17341040462,-306.74355975809,-519.73777941127
-534.10404624277,-305.89034047245,-512.08687226436
-528.03468208092,-304.97818169668,-504.37702562732
-521.96531791908,-304.00708343079,-496.60823950015
-515.89595375723,-302.97704567476,-488.78051388286
-507.80346820809,-301.51197834876,-478.25186274182
-495.66473988439,-299.11791239266,-462.26242106318
-485.54913294798,-296.94276454275,-448.75779344449
-475.43352601156,-294.60389588693,-435.08944501988
-467.34104046243,-292.61492198202,-424.03688729994
-459.24855491329,-290.52116676134,-412.87954826423
-449.13294797688,-287.75662401016,-398.78552574426
-443.06358381503,-286.01931237262,-390.25052624545
-434.9710982659,-283.61121320458,-378.77884326239
-426.87861271676,-281.09833272077,-367.20237896355
-416.76300578035,-277.80988339069,-352.58444986468
-408.67052023121,-275.06124494637,-340.77222760533
-400.57803468208,-272.20782518627,-328.8552240302
-392.48554913295,-269.24962411039,-316.8334391393
-384.39306358382,-266.18664171873,-304.70687293261
-378.32369942197,-263.82064218651,-295.54318553911
-368.20809248555,-259.74633298807,-280.13939657189
-362.1387283237,-257.22316148217,-270.81853720472
-356.06936416185,-254.64105048615,-261.43873834742
-350,-252,-252
-341.90751445087,-248.38691570049,-239.32333188546
-333.81502890173,-244.6690500852,-226.54188245514
-319.65317919075,-237.91065521735,-203.92221591099
-311.56069364162,-233.90464098366,-190.85261786227
-303.46820809249,-229.79384543419,-177.67823849778
-293.35260115607,-224.50800227204,-161.06291556684
-285.26011560694,-220.16144876207,-147.65277824184
-277.1676300578,-215.71011393632,-134.13785960106
-269.07514450867,-211.15399779478,-120.51815964449
-260.98265895954,-206.49310033747,-106.79367837215
-250.86705202312,-200.5196297905,-89.4907280564
-242.77456647399,-195.62297437268,-75.530488823549
-228.61271676301,-186.8016973504,-50.847940124962
-218.49710982659,-180.30432022453,-33.021083230312
-202.31213872832,-169.56797754686,-4.1575729225834
-192.19653179191,-162.64492632564,14.094958067426
-178.03468208092,-152.677603662,39.923552407364
-167.91907514451,-145.3616225066,58.569013331551
-157.80346820809,-137.88192054529,77.378195061646
-147.68786127168,-130.23849777807,96.351097597648
-137.57225433526,-122.43135420495,115.48772093956
-127.45664739884,-114.46048982592,134.78806508737
-125.43352601156,-112.84667045341,138.66778041365
-115.31791907514,-104.67934110729,158.16458952855
-99.132947976879,-91.271074877209,189.70002338869
-80.924855491329,-75.685789702295,225.67837214742
